"Alert Id","Alert State","Alert Title","Alert Type","Tool","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Location Paths","Logical Paths"
"332","active","Misinterpretation of malicious XML input (CVE-2021-32796)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-5fg8-2547-mr8q","GHSA-5fg8-2547-mr8q","'package-lock.json' contains a reference to an insecure Npm package 'xmldom 0.5.0'.  Recommendation: A specific remediation has not been provided for this vulnerability. For managing alerts without remediation guidance, see the [Dependency Scanning documentation](https://aka.ms/advancedsecurity/dependency-scanning/no-fix-available). For more details on the advisory that raised this alert, see the advisory link in the Resources section below.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/332","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/twistcli_test/package-lock.json @ 3268cfe5","@bazel/jasmine 4.4.2(root),xmldom 0.5.0(root),xmldom 0.5.0"
"333","active","Misinterpretation of malicious XML input (CVE-2021-32796)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-5fg8-2547-mr8q","GHSA-5fg8-2547-mr8q","'package-lock.json' contains a reference to an insecure Npm package 'xmldom 0.5.0'.  Recommendation: A specific remediation has not been provided for this vulnerability. For managing alerts without remediation guidance, see the [Dependency Scanning documentation](https://aka.ms/advancedsecurity/dependency-scanning/no-fix-available). For more details on the advisory that raised this alert, see the advisory link in the Resources section below.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/333","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@bazel/jasmine 4.4.2(root),xmldom 0.5.0(root),xmldom 0.5.0"
"334","active","Django vulnerable to Improper Restriction of Operations within the Bounds of a Memory Buffer (CVE-2012-3444)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-5h2q-4hrp-v9rr","GHSA-5h2q-4hrp-v9rr","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade Django from 1.2 to 1.3.2 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/334","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","s/packages/requirements.txt @ 3268cfe5","django 1.2"
"335","active","Prototype Pollution in node-forge debug API. (GHSA-5rrq-pxf6-6jx5)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-5rrq-pxf6-6jx5","GHSA-5rrq-pxf6-6jx5","'package-lock.json' contains a reference to an insecure Npm package 'node-forge 0.10.0'.  Recommendation: Upgrade node-forge from 0.10.0 to 1.0.0 to fix the vulnerability.","","low","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"180","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/335","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular-devkit/build-angular 13.0.4(root),firebase-tools 9.23.1(root),node-forge 0.10.0"
"336","active","Inefficient Regular Expression Complexity in marked (CVE-2022-21681)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-5v2h-r2cx-5xgj","GHSA-5v2h-r2cx-5xgj","'package-lock.json' contains a reference to an insecure Npm package 'marked 0.7.0'.  Recommendation: Upgrade marked from 0.7.0 to 4.0.10 to fix the vulnerability.","","high","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"30","4","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/336","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","firebase-tools 9.23.1(root),marked 0.7.0"
"337","active","Django Middleware Enables Session Hijacking (CVE-2014-0482)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-625g-gx8c-xcmg","GHSA-625g-gx8c-xcmg","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 1.4.14 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/337","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","s/packages/requirements.txt @ 3268cfe5","django 1.2"
"338","active","Improper Privilege Management in shelljs (GHSA-64g7-mvw6-v9qj)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-64g7-mvw6-v9qj","GHSA-64g7-mvw6-v9qj","'package-lock.json' contains a reference to an insecure Npm package 'shelljs 0.8.4'.  Recommendation: Upgrade shelljs from 0.8.4 to 0.8.5 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/338","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","shelljs 0.8.4"
"339","active","Django Cross-site Scripting Vulnerability (CVE-2015-2241)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-6565-fg86-6jcx","GHSA-6565-fg86-6jcx","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 1.7.6 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/339","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","s/packages/requirements.txt @ 3268cfe5","django 1.2"
"340","active","Babel vulnerable to arbitrary code execution when compiling specifically crafted malicious code (CVE-2023-45133)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-67hx-6x53-jw92","GHSA-67hx-6x53-jw92","'package-lock.json' contains a reference to an insecure Npm package '@babel/traverse 7.16.5'.  Recommendation: Upgrade @babel/traverse from 7.16.5 to 7.23.2 to fix the vulnerability.","","critical","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"7","27","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/340","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular-devkit/build-angular 13.0.4(root),@babel/core 7.8.6(root),@babel/preset-env 7.10.2(root),@babel/traverse 7.16.5"
"341","active","Babel vulnerable to arbitrary code execution when compiling specifically crafted malicious code (CVE-2023-45133)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-67hx-6x53-jw92","GHSA-67hx-6x53-jw92","'package-lock.json' contains a reference to an insecure Npm package '@babel/traverse 7.8.6'.  Recommendation: Upgrade @babel/traverse from 7.8.6 to 7.23.2 to fix the vulnerability.","","critical","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"7","27","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/341","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular-devkit/build-angular 13.0.4(root),@babel/core 7.8.6(root),@babel/preset-env 7.10.2(root),@babel/traverse 7.8.6(root),@babel/traverse 7.8.6"
"342","active","Path Traversal in Django (CVE-2021-33203)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-68w8-qjq3-2gfm","GHSA-68w8-qjq3-2gfm","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 2.2.24 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/342","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","s/packages/requirements.txt @ 3268cfe5","django 1.2"
"343","active","Sandbox bypass in vm2 (CVE-2021-23555)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-6pw2-5hjv-9pf7","GHSA-6pw2-5hjv-9pf7","'package-lock.json' contains a reference to an insecure Npm package 'vm2 3.9.5'.  Recommendation: Upgrade vm2 from 3.9.5 to 3.9.6 to fix the vulnerability.","","critical","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"7","27","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/343","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","firebase-tools 9.23.1(root),vm2 3.9.5"
"344","active","tough-cookie Prototype Pollution vulnerability (CVE-2023-26136)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-72xf-g2v4-qvf3","GHSA-72xf-g2v4-qvf3","'package-lock.json' contains a reference to an insecure Npm package 'tough-cookie 2.5.0'.  Recommendation: Upgrade tough-cookie from 2.5.0 to 4.1.3 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/344","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","firebase-tools 9.23.1(root),protractor 7.0.0(root),tough-cookie 2.5.0"
"345","active","Exposure of sensitive information in follow-redirects (CVE-2022-0155)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-74fj-2j2h-c42q","GHSA-74fj-2j2h-c42q","'package-lock.json' contains a reference to an insecure Npm package 'follow-redirects 1.14.6'.  Recommendation: Upgrade follow-redirects from 1.14.6 to 1.14.7 to fix the vulnerability.","","high","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"30","4","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/345","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular-devkit/build-angular 13.0.4(root),http-server 14.0.0(root),karma 6.3.9(root),follow-redirects 1.14.6"
"346","active","Prototype pollution in webpack loader-utils (CVE-2022-37601)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-76p3-8jx3-jpfq","GHSA-76p3-8jx3-jpfq","'package-lock.json' contains a reference to an insecure Npm package 'loader-utils 1.2.3'.  Recommendation: Upgrade loader-utils from 1.2.3 to 1.4.1 to fix the vulnerability.","","critical","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"7","27","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/346","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","check-side-effects 0.0.23(root),loader-utils 1.2.3"
"347","active","Prototype pollution in webpack loader-utils (CVE-2022-37601)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-76p3-8jx3-jpfq","GHSA-76p3-8jx3-jpfq","'package-lock.json' contains a reference to an insecure Npm package 'loader-utils 1.4.0'.  Recommendation: Upgrade loader-utils from 1.4.0 to 1.4.1 to fix the vulnerability.","","critical","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"7","27","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/347","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular-devkit/build-angular 13.0.4(root),loader-utils 1.4.0"
"348","active","Prototype pollution in webpack loader-utils (CVE-2022-37601)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-76p3-8jx3-jpfq","GHSA-76p3-8jx3-jpfq","'package-lock.json' contains a reference to an insecure Npm package 'loader-utils 2.0.2'.  Recommendation: Upgrade loader-utils from 2.0.2 to 2.0.3 to fix the vulnerability.","","critical","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"7","27","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/348","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular-devkit/build-angular 13.0.4(root),loader-utils 2.0.2"
"349","active","Materialize-css vulnerable to Cross-site Scripting in autocomplete component (CVE-2019-11003)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-7752-f4gf-94gc","GHSA-7752-f4gf-94gc","'package-lock.json' contains a reference to an insecure Npm package 'materialize-css 1.0.0'.  Recommendation: A specific remediation has not been provided for this vulnerability. For managing alerts without remediation guidance, see the [Dependency Scanning documentation](https://aka.ms/advancedsecurity/dependency-scanning/no-fix-available). For more details on the advisory that raised this alert, see the advisory link in the Resources section below.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/349","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/twistcli_test/package-lock.json @ 3268cfe5","materialize-css 1.0.0"
"350","active","Materialize-css vulnerable to Cross-site Scripting in autocomplete component (CVE-2019-11003)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-7752-f4gf-94gc","GHSA-7752-f4gf-94gc","'package-lock.json' contains a reference to an insecure Npm package 'materialize-css 1.0.0'.  Recommendation: A specific remediation has not been provided for this vulnerability. For managing alerts without remediation guidance, see the [Dependency Scanning documentation](https://aka.ms/advancedsecurity/dependency-scanning/no-fix-available). For more details on the advisory that raised this alert, see the advisory link in the Resources section below.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/350","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","materialize-css 1.0.0"
"351","active","xml2js is vulnerable to prototype pollution (CVE-2023-0842)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-776f-qx25-q3cc","GHSA-776f-qx25-q3cc","'package-lock.json' contains a reference to an insecure Npm package 'xml2js 0.4.23'.  Recommendation: Upgrade xml2js from 0.4.23 to 0.5.0 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/351","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","protractor 7.0.0(root),selenium-webdriver 3.5.0(root),xml2js 0.4.23"
"352","active","Django Allows Redirect via Data URL (CVE-2012-3442)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-78vx-ggch-wghm","GHSA-78vx-ggch-wghm","'requirements.txt' contains a reference to an insecure Pip package 'django 1.2'.  Recommendation: Upgrade django from 1.2 to 1.3.2 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/352","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Pip","s/packages/requirements.txt @ 3268cfe5","django 1.2"
"353","active","NPM IP package incorrectly identifies some private IP addresses as public (CVE-2023-42282)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-78xj-cgh5-2h22","GHSA-78xj-cgh5-2h22","'package-lock.json' contains a reference to an insecure Npm package 'ip 1.1.5'.  Recommendation: Upgrade ip from 1.1.5 to 1.1.9 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/353","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular/cli 13.0.4(root),@angular-devkit/build-angular 13.0.4(root),firebase-tools 9.23.1(root),ip 1.1.5"
"354","active","PostCSS line return parsing error (CVE-2023-44270)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-7fh5-64p2-3v2j","GHSA-7fh5-64p2-3v2j","'package-lock.json' contains a reference to an insecure Npm package 'postcss 7.0.39'.  Recommendation: Upgrade postcss from 7.0.39 to 8.4.31 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/354","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular-devkit/build-angular 13.0.4(root),postcss 7.0.39"
"355","active","PostCSS line return parsing error (CVE-2023-44270)","dependency","Advanced Security Dependency Scanning","DEP1001_GHSA-7fh5-64p2-3v2j","GHSA-7fh5-64p2-3v2j","'package-lock.json' contains a reference to an insecure Npm package 'postcss 8.3.11'.  Recommendation: Upgrade postcss from 8.3.11 to 8.4.31 to fix the vulnerability.","","medium","2024-03-22T16:19:58Z","2024-03-22T16:19:58Z","","",,"90","0","https://dev.azure.com/octodemo-felickz/07458afa-663a-4793-bc69-c43e4ced7a96/_git/aadaee5b-159c-46f6-b2e0-bede44f0322a/alerts/355","octodemo-felickz","iac-synthetics","iac-synthetics","refs/heads/master","Npm","s/packages/node/base/package-lock.json @ 3268cfe5","@angular-devkit/build-angular 13.0.4(root),madge 5.0.1(root),postcss 8.3.11"
